inning,pitcher,season,hits_allowed,walks,strikeouts,batters_faced,runs_allowed,ERA_season,WHIP_season,FIP_season,K/9_season,BB/9_season,xFIP_season,CSW%_season,xERA_season,runs_rolling10_team,OBP_team,SLG_team,K_rate_team,BB_rate_team,is_home_team,label
1,434378,2023,8,0,7,9,5,3.22,1.13,3.85,7.98,2.49,4.56,0.259,3.63,0.4,0.275,0.3783783783783784,0.225,0.075,False,1
1,554430,2023,7,3,4,9,6,3.61,1.08,3.15,9.94,1.83,3.54,0.275,3.18,0.4,0.36,0.4871794871794871,0.18,0.16,False,0
1,669302,2023,6,1,5,9,3,3.73,1.08,3.85,8.92,1.7,3.76,0.271,3.69,0.4,0.3255813953488372,0.3714285714285714,0.2093023255813953,0.1162790697674418,False,0
1,664285,2023,4,1,10,9,3,3.45,1.13,3.5,9.09,2.59,3.39,0.281,4.3,0.1,0.2368421052631578,0.2058823529411764,0.2368421052631578,0.1052631578947368,False,0
1,666200,2023,10,4,5,9,6,3.58,1.21,3.55,10.48,2.77,3.72,0.299,3.96,0.5,0.2857142857142857,0.4117647058823529,0.3809523809523809,0.1666666666666666,True,1
1,543243,2023,6,3,5,9,2,2.79,1.15,2.83,8.95,2.69,3.64,0.2789999999999999,3.66,1.1,0.4528301886792453,0.5476190476190477,0.3018867924528302,0.1698113207547169,False,1
1,641540,2023,6,3,7,10,3,3.7,1.26,4.27,7.3,2.87,4.39,0.2739999999999999,4.48,0.4,0.3076923076923077,0.2352941176470588,0.1282051282051282,0.1282051282051282,True,0
1,605135,2023,9,3,3,9,5,3.6,1.18,4.28,8.37,2.66,4.21,0.28,4.04,1.1,0.4230769230769231,0.8260869565217391,0.173076923076923,0.1153846153846153,False,0
1,543475,2023,7,0,3,9,5,6.28,1.24,5.62,6.08,2.28,5.34,0.238,4.93,0.7,0.2765957446808511,0.2439024390243902,0.2553191489361702,0.0851063829787234,True,0
1,571578,2023,5,1,8,9,2,5.2,1.48,5.28,6.2,2.85,4.76,0.25,6.16,0.1,0.1714285714285714,0.2647058823529412,0.2,0.0285714285714285,True,0
1,665152,2023,7,4,2,9,4,4.12,1.31,4.51,8.18,2.87,4.34,0.261,4.93,0.9,0.375,0.4102564102564102,0.2291666666666666,0.1666666666666666,False,1
1,641154,2023,2,2,14,10,0,3.66,1.15,3.33,10.86,2.23,3.28,0.301,3.0,0.8,0.2954545454545454,0.5,0.1590909090909091,0.0227272727272727,False,1
1,621244,2023,5,2,7,9,2,3.65,1.19,3.99,8.73,2.47,4.01,0.294,4.51,0.3,0.2368421052631578,0.4571428571428571,0.1842105263157894,0.0526315789473684,False,1
1,571945,2023,7,1,2,9,4,4.78,1.32,4.27,6.12,1.74,4.76,0.25,5.44,0.5,0.3181818181818182,0.45,0.1818181818181818,0.0909090909090909,True,0
1,621107,2023,7,2,6,9,3,3.5,1.02,3.01,9.42,1.22,3.12,0.302,3.02,0.5,0.3095238095238095,0.3243243243243243,0.2619047619047619,0.119047619047619,False,1
1,669203,2023,0,2,7,9,0,3.39,1.07,3.81,9.29,3.07,3.8,0.292,3.38,0.4,0.2682926829268293,0.4,0.3658536585365853,0.1463414634146341,True,0
1,543037,2023,3,0,9,9,0,2.63,0.98,3.16,9.56,2.07,3.6,0.2769999999999999,3.48,0.4,0.2619047619047619,0.3142857142857143,0.3809523809523809,0.1428571428571428,False,0
1,664299,2023,4,3,5,9,4,4.56,1.27,4.58,8.83,3.44,5.16,0.252,4.42,0.9,0.3023255813953488,0.717948717948718,0.1860465116279069,0.0232558139534883,False,0
1,608337,2023,3,0,9,9,4,4.88,1.31,5.27,9.96,3.56,4.45,0.288,4.61,0.3,0.3409090909090909,0.3333333333333333,0.2045454545454545,0.1363636363636363,True,1
1,670912,2023,9,2,4,9,3,4.31,1.37,4.49,8.0,4.2,4.87,0.265,4.61,0.3,0.3695652173913043,0.4871794871794871,0.1521739130434782,0.108695652173913,True,1
1,605400,2023,7,0,6,9,3,4.46,1.15,4.03,9.39,2.09,3.63,0.296,3.71,0.6,0.3829787234042553,0.5714285714285714,0.2127659574468085,0.0851063829787234,False,1
1,518876,2023,4,5,6,9,1,3.29,1.19,3.85,9.47,3.5,3.83,0.276,4.1,0.6,0.3962264150943396,0.2368421052631578,0.2830188679245283,0.2641509433962264,True,0
1,657006,2023,6,0,6,9,1,3.06,1.17,3.02,9.14,1.87,3.32,0.262,3.5,0.6,0.3255813953488372,0.5853658536585366,0.2558139534883721,0.0465116279069767,False,1
1,592332,2023,2,1,10,9,1,3.16,1.18,2.97,11.53,2.68,3.22,0.296,3.85,0.3,0.1944444444444444,0.4411764705882353,0.1944444444444444,0.0277777777777777,False,0
1,657277,2023,3,1,4,9,0,3.25,1.07,3.16,8.08,1.29,2.95,0.293,3.63,0.5,0.275,0.2571428571428571,0.3,0.125,False,0
1,656756,2023,8,1,6,9,5,3.2,1.19,3.56,7.92,2.29,4.01,0.28,3.98,0.2,0.275,0.3783783783783784,0.175,0.075,False,1
1,673540,2023,4,4,5,9,2,2.98,1.22,3.63,10.93,4.17,3.77,0.28,3.87,0.4,0.3555555555555555,0.4054054054054054,0.2222222222222222,0.1555555555555555,True,1
1,605483,2023,5,3,8,9,2,2.25,1.19,3.44,11.7,4.95,3.62,0.308,3.77,0.9,0.375,0.6666666666666666,0.1875,0.0833333333333333,True,1
1,669923,2023,5,3,6,9,4,3.35,1.04,3.34,8.12,0.9,3.63,0.273,3.9,0.7,0.3478260869565217,0.4210526315789473,0.3478260869565217,0.1304347826086956,True,1
1,680694,2023,4,0,9,9,2,2.83,1.04,3.27,8.96,2.35,3.53,0.291,3.77,0.5,0.2564102564102564,0.4736842105263157,0.3333333333333333,0.0256410256410256,True,0
1,579328,2023,3,1,8,9,1,3.86,1.27,4.12,9.72,2.58,3.77,0.2789999999999999,4.3,0.3,0.2162162162162162,0.4411764705882353,0.1891891891891892,0.054054054054054,False,0
1,656605,2023,12,1,4,9,8,4.21,1.25,3.8,9.73,2.55,3.7,0.283,4.18,0.3,0.3478260869565217,0.475,0.1521739130434782,0.0869565217391304,True,1
1,693821,2023,4,1,9,9,2,3.81,1.28,4.42,6.6,3.25,4.49,0.264,4.61,0.2,0.25,0.4117647058823529,0.1388888888888889,0.0555555555555555,False,1
1,668678,2023,3,2,8,10,0,3.47,1.12,3.26,9.43,2.01,3.49,0.285,4.16,0.7,0.4074074074074074,0.282051282051282,0.2592592592592592,0.2592592592592592,True,0
1,622491,2023,4,4,8,9,0,3.34,1.1,3.81,10.01,2.56,3.81,0.29,3.79,0.7,0.3617021276595745,0.5238095238095238,0.3191489361702128,0.0851063829787234,True,1
1,434378,2023,4,1,6,10,1,3.22,1.13,3.85,7.98,2.49,4.56,0.259,3.63,0.7,0.3181818181818182,0.6428571428571429,0.1818181818181818,0.0454545454545454,True,1
1,543475,2023,7,1,0,9,3,6.28,1.24,5.62,6.08,2.28,5.34,0.238,4.93,0.3,0.2564102564102564,0.2571428571428571,0.1794871794871795,0.0769230769230769,False,1
1,675911,2023,6,3,5,9,6,3.86,1.09,2.85,13.55,2.8,2.92,0.3379999999999999,3.09,0.4,0.2926829268292683,0.2941176470588235,0.2926829268292683,0.1463414634146341,False,1
1,502043,2023,6,2,3,9,3,4.73,1.32,4.13,7.36,2.58,4.13,0.272,4.8,0.2,0.3636363636363636,0.25,0.2045454545454545,0.1590909090909091,True,1
1,554430,2023,1,2,7,9,0,3.61,1.08,3.15,9.94,1.83,3.54,0.275,3.18,1.0,0.3478260869565217,0.7560975609756098,0.108695652173913,0.0217391304347826,True,0
1,669302,2023,7,2,9,9,3,3.73,1.08,3.85,8.92,1.7,3.76,0.271,3.69,0.5,0.2954545454545454,0.4390243902439024,0.25,0.0681818181818181,True,1
1,458681,2023,7,3,1,9,6,5.73,1.39,5.53,9.36,3.28,4.5,0.265,4.86,0.7,0.4081632653061224,0.5777777777777777,0.1428571428571428,0.0612244897959183,True,0
1,642547,2023,4,1,4,9,2,3.86,1.12,3.85,11.41,2.93,3.42,0.294,3.35,0.3,0.25,0.4117647058823529,0.0833333333333333,0.0555555555555555,True,1
1,676664,2023,4,4,3,9,1,4.54,1.26,5.15,8.41,2.77,5.1,0.255,4.64,0.8,0.4489795918367347,0.4358974358974359,0.0612244897959183,0.2040816326530612,False,0
1,656302,2023,8,2,7,9,4,4.58,1.42,3.72,10.88,4.02,4.08,0.291,4.1,0.3,0.1944444444444444,0.4285714285714285,0.1666666666666666,0.0277777777777777,True,0
1,664285,2023,6,4,4,11,1,3.45,1.13,3.5,9.09,2.59,3.39,0.281,4.3,0.7,0.3023255813953488,0.5609756097560976,0.2325581395348837,0.0465116279069767,True,0
1,665152,2023,4,3,5,9,0,4.12,1.31,4.51,8.18,2.87,4.34,0.261,4.93,0.3,0.3555555555555555,0.2702702702702703,0.2222222222222222,0.1555555555555555,True,0
1,605135,2023,7,0,7,9,1,3.6,1.18,4.28,8.37,2.66,4.21,0.28,4.04,0.1,0.2564102564102564,0.2857142857142857,0.2307692307692307,0.1025641025641025,True,1
1,571945,2023,8,2,2,9,3,4.78,1.32,4.27,6.12,1.74,4.76,0.25,5.44,0.2,0.275,0.3333333333333333,0.175,0.075,True,1
1,666200,2023,4,1,6,9,2,3.58,1.21,3.55,10.48,2.77,3.72,0.299,3.96,0.8,0.3877551020408163,0.5555555555555556,0.2040816326530612,0.0816326530612244,False,0
1,543037,2023,8,0,7,9,1,2.63,0.98,3.16,9.56,2.07,3.6,0.2769999999999999,3.48,0.4,0.3636363636363636,0.3947368421052631,0.2954545454545454,0.1363636363636363,False,1
1,571578,2023,7,2,2,9,8,5.2,1.48,5.28,6.2,2.85,4.76,0.25,6.16,0.5,0.2051282051282051,0.2941176470588235,0.282051282051282,0.0512820512820512,False,1
1,621107,2023,5,2,7,9,3,3.5,1.02,3.01,9.42,1.22,3.12,0.302,3.02,0.6,0.2926829268292683,0.5641025641025641,0.2682926829268293,0.048780487804878,False,1
1,543243,2023,6,2,3,9,3,2.79,1.15,2.83,8.95,2.69,3.64,0.2789999999999999,3.66,0.2,0.2564102564102564,0.3055555555555556,0.2051282051282051,0.0769230769230769,True,1
1,669203,2023,7,0,7,9,4,3.39,1.07,3.81,9.29,3.07,3.8,0.292,3.38,0.5,0.3095238095238095,0.4594594594594595,0.119047619047619,0.0952380952380952,True,0
1,641154,2023,8,3,3,9,1,3.66,1.15,3.33,10.86,2.23,3.28,0.301,3.0,0.2,0.2307692307692307,0.2972972972972973,0.2307692307692307,0.0512820512820512,True,1
1,608337,2023,7,3,3,9,9,4.88,1.31,5.27,9.96,3.56,4.45,0.288,4.61,0.5,0.3777777777777777,0.4166666666666667,0.2,0.1777777777777777,False,1
1,592836,2023,5,3,4,9,4,4.38,1.31,4.53,7.19,3.7,4.83,0.25,4.36,1.1,0.3877551020408163,0.7619047619047619,0.1632653061224489,0.0612244897959183,True,1
1,518876,2023,4,1,12,9,1,3.29,1.19,3.85,9.47,3.5,3.83,0.276,4.1,0.1,0.2058823529411764,0.25,0.3235294117647059,0.0588235294117647,False,0
1,657277,2023,5,1,4,9,3,3.25,1.07,3.16,8.08,1.29,2.95,0.293,3.63,0.6,0.34,0.35,0.3,0.18,True,0
1,657006,2023,2,2,12,9,0,3.06,1.17,3.02,9.14,1.87,3.32,0.262,3.5,0.3,0.2857142857142857,0.2777777777777778,0.2142857142857142,0.1428571428571428,False,0
1,450203,2023,6,3,3,9,2,3.64,1.43,3.87,10.08,4.57,4.27,0.307,4.64,0.8,0.4,0.5652173913043478,0.18,0.08,True,1
1,621244,2023,4,1,7,9,2,3.65,1.19,3.99,8.73,2.47,4.01,0.294,4.51,0.1,0.2307692307692307,0.2571428571428571,0.2564102564102564,0.1025641025641025,True,1
1,592332,2023,6,3,5,9,3,3.16,1.18,2.97,11.53,2.68,3.22,0.296,3.85,0.1,0.25,0.3235294117647059,0.2777777777777778,0.0555555555555555,True,0
1,668678,2023,8,1,4,9,4,3.47,1.12,3.26,9.43,2.01,3.49,0.285,4.16,0.9,0.3409090909090909,0.5,0.2272727272727272,0.0454545454545454,False,1
1,670912,2023,4,6,2,9,3,4.31,1.37,4.49,8.0,4.2,4.87,0.265,4.61,0.5,0.3695652173913043,0.4054054054054054,0.217391304347826,0.1739130434782608,True,1
1,664299,2023,4,0,8,9,3,4.56,1.27,4.58,8.83,3.44,5.16,0.252,4.42,0.6,0.2790697674418604,0.4,0.4186046511627907,0.1627906976744186,False,0
1,645261,2023,9,2,3,9,4,4.14,1.21,4.03,7.36,2.34,4.0,0.27,4.33,0.4,0.2682926829268293,0.3513513513513513,0.1951219512195122,0.0975609756097561,True,1
1,693821,2023,5,4,4,9,1,3.81,1.28,4.42,6.6,3.25,4.49,0.264,4.61,0.8,0.3877551020408163,0.5555555555555556,0.1836734693877551,0.0816326530612244,True,1
1,669923,2023,6,0,3,9,4,3.35,1.04,3.34,8.12,0.9,3.63,0.273,3.9,0.1,0.1388888888888889,0.1212121212121212,0.3611111111111111,0.0555555555555555,True,1
1,605483,2023,3,4,8,9,0,2.25,1.19,3.44,11.7,4.95,3.62,0.308,3.77,0.4,0.2682926829268293,0.3611111111111111,0.2195121951219512,0.1219512195121951,False,0
1,605400,2023,8,3,5,9,6,4.46,1.15,4.03,9.39,2.09,3.63,0.296,3.71,0.9,0.42,0.6410256410256411,0.24,0.18,True,0
1,680694,2023,4,4,6,10,2,2.83,1.04,3.27,8.96,2.35,3.53,0.291,3.77,0.3,0.2368421052631578,0.3142857142857143,0.3157894736842105,0.0789473684210526,True,0
1,579328,2023,6,4,6,9,4,3.86,1.27,4.12,9.72,2.58,3.77,0.2789999999999999,4.3,0.1,0.2702702702702703,0.3428571428571428,0.2432432432432432,0.054054054054054,True,1
1,622491,2023,8,3,2,9,4,3.34,1.1,3.81,10.01,2.56,3.81,0.29,3.79,0.0,0.1428571428571428,0.1212121212121212,0.3714285714285714,0.0571428571428571,True,1
1,656756,2023,7,2,0,9,6,3.2,1.19,3.56,7.92,2.29,4.01,0.28,3.98,0.5,0.391304347826087,0.3142857142857143,0.217391304347826,0.1956521739130435,False,1
1,676664,2023,4,3,3,9,0,4.54,1.26,5.15,8.41,2.77,5.1,0.255,4.64,0.4,0.2941176470588235,0.2727272727272727,0.2352941176470588,0.1372549019607843,False,1
1,434378,2023,8,1,3,9,6,3.22,1.13,3.85,7.98,2.49,4.56,0.259,3.63,0.8,0.3404255319148936,0.6153846153846154,0.3191489361702128,0.1489361702127659,False,1
1,543475,2023,4,1,7,12,2,6.28,1.24,5.62,6.08,2.28,5.34,0.238,4.93,0.4,0.2857142857142857,0.525,0.1666666666666666,0.0476190476190476,False,0
1,554430,2023,5,0,10,9,3,3.61,1.08,3.15,9.94,1.83,3.54,0.275,3.18,0.9,0.4081632653061224,0.6410256410256411,0.1836734693877551,0.1632653061224489,True,1
1,642547,2023,2,0,10,9,1,3.86,1.12,3.85,11.41,2.93,3.42,0.294,3.35,0.5,0.3333333333333333,0.631578947368421,0.3571428571428571,0.0952380952380952,False,1
1,656605,2023,5,3,8,9,1,4.21,1.25,3.8,9.73,2.55,3.7,0.283,4.18,0.5,0.3409090909090909,0.4444444444444444,0.25,0.1363636363636363,True,0
1,675911,2023,4,2,9,9,4,3.86,1.09,2.85,13.55,2.8,2.92,0.3379999999999999,3.09,1.3,0.4444444444444444,0.7142857142857143,0.1481481481481481,0.074074074074074,True,1
1,458681,2023,7,3,1,9,7,5.73,1.39,5.53,9.36,3.28,4.5,0.265,4.86,0.3,0.2926829268292683,0.358974358974359,0.1463414634146341,0.048780487804878,False,1
1,669302,2023,7,0,9,9,1,3.73,1.08,3.85,8.92,1.7,3.76,0.271,3.69,0.0,0.1428571428571428,0.0909090909090909,0.3428571428571428,0.0571428571428571,True,1
1,673540,2023,5,2,12,9,1,2.98,1.22,3.63,10.93,4.17,3.77,0.28,3.87,0.7,0.4,0.4883720930232558,0.26,0.14,False,0
1,621107,2023,4,0,4,9,0,3.5,1.02,3.01,9.42,1.22,3.12,0.302,3.02,0.3,0.3333333333333333,0.4666666666666667,0.1875,0.0625,True,1
1,666200,2023,1,2,8,9,0,3.58,1.21,3.55,10.48,2.77,3.72,0.299,3.96,0.6,0.4074074074074074,0.3863636363636363,0.2222222222222222,0.1851851851851851,False,0
1,543037,2023,4,2,7,9,2,2.63,0.98,3.16,9.56,2.07,3.6,0.2769999999999999,3.48,0.4,0.2307692307692307,0.3428571428571428,0.2307692307692307,0.1025641025641025,True,0
1,571945,2023,7,2,2,9,3,4.78,1.32,4.27,6.12,1.74,4.76,0.25,5.44,0.7,0.4313725490196078,0.575,0.196078431372549,0.1568627450980392,False,1
1,641540,2023,5,2,4,9,3,3.7,1.26,4.27,7.3,2.87,4.39,0.2739999999999999,4.48,0.0,0.1176470588235294,0.0625,0.3823529411764705,0.0588235294117647,True,0
1,543243,2023,3,1,5,9,0,2.79,1.15,2.83,8.95,2.69,3.64,0.2789999999999999,3.66,0.2,0.1891891891891892,0.3428571428571428,0.2432432432432432,0.054054054054054,False,1
1,571578,2023,10,1,5,9,5,5.2,1.48,5.28,6.2,2.85,4.76,0.25,6.16,0.8,0.38,0.5365853658536586,0.08,0.14,True,1
1,605135,2023,3,2,3,9,0,3.6,1.18,4.28,8.37,2.66,4.21,0.28,4.04,0.6,0.3095238095238095,0.325,0.119047619047619,0.0476190476190476,False,1
1,656302,2023,6,4,7,9,5,4.58,1.42,3.72,10.88,4.02,4.08,0.291,4.1,0.8,0.3181818181818182,0.4736842105263157,0.25,0.0681818181818181,True,1
1,502043,2023,9,0,2,9,7,4.73,1.32,4.13,7.36,2.58,4.13,0.272,4.8,0.5,0.3255813953488372,0.4615384615384615,0.2093023255813953,0.0697674418604651,False,0
1,657277,2023,7,0,6,9,2,3.25,1.07,3.16,8.08,1.29,2.95,0.293,3.63,0.1,0.131578947368421,0.1666666666666666,0.3684210526315789,0.0526315789473684,False,0
1,450203,2023,3,3,8,9,1,3.64,1.43,3.87,10.08,4.57,4.27,0.307,4.64,0.4,0.3636363636363636,0.3947368421052631,0.2272727272727272,0.1363636363636363,True,0
1,518876,2023,12,3,1,9,7,3.29,1.19,3.85,9.47,3.5,3.83,0.276,4.1,1.3,0.4210526315789473,0.7407407407407407,0.1929824561403508,0.0350877192982456,True,1
1,664285,2023,5,0,5,9,4,3.45,1.13,3.5,9.09,2.59,3.39,0.281,4.3,0.7,0.3333333333333333,0.6511627906976745,0.1333333333333333,0.0444444444444444,True,0
1,641154,2023,8,3,5,9,3,3.66,1.15,3.33,10.86,2.23,3.28,0.301,3.0,0.3,0.1891891891891892,0.4,0.1891891891891892,0.054054054054054,False,1
1,669203,2023,8,3,7,9,1,3.39,1.07,3.81,9.29,3.07,3.8,0.292,3.38,0.6,0.2307692307692307,0.4444444444444444,0.2564102564102564,0.0256410256410256,True,1
1,657006,2023,6,1,8,9,0,3.06,1.17,3.02,9.14,1.87,3.32,0.262,3.5,1.0,0.42,0.7317073170731707,0.18,0.14,False,1
1,665152,2023,6,0,5,9,1,4.12,1.31,4.51,8.18,2.87,4.34,0.261,4.93,0.5,0.3488372093023256,0.4871794871794871,0.2093023255813953,0.0697674418604651,False,0
1,621244,2023,6,2,2,9,5,3.65,1.19,3.99,8.73,2.47,4.01,0.294,4.51,0.6,0.3333333333333333,0.35,0.119047619047619,0.0476190476190476,False,0
1,668678,2023,9,3,3,9,6,3.47,1.12,3.26,9.43,2.01,3.49,0.285,4.16,1.0,0.4,0.6862745098039216,0.2363636363636363,0.0545454545454545,True,1
1,645261,2023,7,3,4,9,4,4.14,1.21,4.03,7.36,2.34,4.0,0.27,4.33,0.7,0.4285714285714285,0.4186046511627907,0.1964285714285714,0.1964285714285714,False,1
1,605483,2023,2,5,9,9,0,2.25,1.19,3.44,11.7,4.95,3.62,0.308,3.77,0.5,0.3617021276595745,0.4594594594594595,0.1702127659574468,0.1489361702127659,True,1
1,670912,2023,2,2,5,9,0,4.31,1.37,4.49,8.0,4.2,4.87,0.265,4.61,0.1,0.1515151515151515,0.125,0.2424242424242424,0.0303030303030303,True,0
1,693821,2023,8,1,4,9,4,3.81,1.28,4.42,6.6,3.25,4.49,0.264,4.61,0.9,0.4166666666666667,0.6097560975609756,0.1875,0.1458333333333333,True,1
1,664299,2023,6,6,4,9,4,4.56,1.27,4.58,8.83,3.44,5.16,0.252,4.42,0.8,0.3617021276595745,0.7333333333333333,0.1702127659574468,0.0425531914893617,True,1
1,592332,2023,7,3,7,9,3,3.16,1.18,2.97,11.53,2.68,3.22,0.296,3.85,0.6,0.3488372093023256,0.3658536585365853,0.1395348837209302,0.0465116279069767,False,1
1,608337,2023,4,4,6,9,5,4.88,1.31,5.27,9.96,3.56,4.45,0.288,4.61,0.4,0.3636363636363636,0.5405405405405406,0.3636363636363636,0.1590909090909091,True,1
1,592836,2023,8,2,6,9,3,4.38,1.31,4.53,7.19,3.7,4.83,0.25,4.36,0.6,0.3396226415094339,0.4130434782608695,0.2641509433962264,0.1320754716981132,False,1
1,622491,2023,1,1,6,9,0,3.34,1.1,3.81,10.01,2.56,3.81,0.29,3.79,0.1,0.1515151515151515,0.1818181818181818,0.2424242424242424,0.0,False,0
1,656756,2023,4,2,4,9,0,3.2,1.19,3.56,7.92,2.29,4.01,0.28,3.98,0.7,0.4042553191489361,0.4210526315789473,0.2765957446808511,0.1702127659574468,True,0
1,579328,2023,6,2,8,9,4,3.86,1.27,4.12,9.72,2.58,3.77,0.2789999999999999,4.3,0.4,0.1951219512195122,0.425,0.1951219512195122,0.024390243902439,False,0
1,434378,2023,2,5,7,9,0,3.22,1.13,3.85,7.98,2.49,4.56,0.259,3.63,1.0,0.3529411764705882,0.6,0.2352941176470588,0.1176470588235294,True,0
1,543475,2023,6,3,4,9,7,6.28,1.24,5.62,6.08,2.28,5.34,0.238,4.93,1.2,0.4912280701754385,0.5957446808510638,0.2807017543859649,0.175438596491228,True,1
1,669302,2023,2,1,7,9,1,3.73,1.08,3.85,8.92,1.7,3.76,0.271,3.69,0.2,0.2222222222222222,0.2857142857142857,0.2222222222222222,0.0,False,0
1,605400,2023,1,1,9,9,0,4.46,1.15,4.03,9.39,2.09,3.63,0.296,3.71,0.5,0.3260869565217391,0.4473684210526316,0.1739130434782608,0.108695652173913,False,1
1,680694,2023,6,1,8,9,2,2.83,1.04,3.27,8.96,2.35,3.53,0.291,3.77,0.9,0.42,0.6190476190476191,0.18,0.16,False,0
1,642547,2023,2,3,9,9,1,3.86,1.12,3.85,11.41,2.93,3.42,0.294,3.35,0.9,0.4117647058823529,0.631578947368421,0.1568627450980392,0.196078431372549,False,0
1,676664,2023,9,1,8,9,6,4.54,1.26,5.15,8.41,2.77,5.1,0.255,4.64,0.5,0.3409090909090909,0.5128205128205128,0.25,0.0909090909090909,True,1
1,554430,2023,3,0,10,9,1,3.61,1.08,3.15,9.94,1.83,3.54,0.275,3.18,0.5,0.3333333333333333,0.4210526315789473,0.1555555555555555,0.1111111111111111,False,0
1,641540,2023,5,7,6,9,4,3.7,1.26,4.27,7.3,2.87,4.39,0.2739999999999999,4.48,0.8,0.391304347826087,0.5,0.2826086956521739,0.1521739130434782,True,1
1,543243,2023,6,1,4,9,1,2.79,1.15,2.83,8.95,2.69,3.64,0.2789999999999999,3.66,0.1,0.2439024390243902,0.2777777777777778,0.3170731707317073,0.0975609756097561,False,1
1,675911,2023,3,1,9,9,1,3.86,1.09,2.85,13.55,2.8,2.92,0.3379999999999999,3.09,0.3,0.3023255813953488,0.5365853658536586,0.3255813953488372,0.0232558139534883,True,0
1,657277,2023,6,1,1,9,4,3.25,1.07,3.16,8.08,1.29,2.95,0.293,3.63,0.8,0.4081632653061224,0.5348837209302325,0.1632653061224489,0.1224489795918367,False,1
1,543037,2023,3,0,11,9,1,2.63,0.98,3.16,9.56,2.07,3.6,0.2769999999999999,3.48,0.5,0.392156862745098,0.2894736842105263,0.196078431372549,0.2156862745098039,True,1
1,621107,2023,7,1,11,9,2,3.5,1.02,3.01,9.42,1.22,3.12,0.302,3.02,0.3,0.25,0.3513513513513513,0.275,0.075,False,0
1,673540,2023,4,4,10,9,2,2.98,1.22,3.63,10.93,4.17,3.77,0.28,3.87,0.4,0.2608695652173913,0.3414634146341463,0.3260869565217391,0.108695652173913,False,0
1,656302,2023,9,5,6,9,8,4.58,1.42,3.72,10.88,4.02,4.08,0.291,4.1,0.7,0.3478260869565217,0.3421052631578947,0.3478260869565217,0.1304347826086956,False,0
1,664285,2023,0,6,6,9,0,3.45,1.13,3.5,9.09,2.59,3.39,0.281,4.3,1.0,0.3529411764705882,0.6,0.2156862745098039,0.0980392156862745,True,0
1,605135,2023,7,1,5,9,4,3.6,1.18,4.28,8.37,2.66,4.21,0.28,4.04,0.6,0.2826086956521739,0.5,0.1521739130434782,0.0434782608695652,False,0
1,571945,2023,8,0,3,9,5,4.78,1.32,4.27,6.12,1.74,4.76,0.25,5.44,0.3,0.275,0.3333333333333333,0.4,0.1,True,1
1,656605,2023,4,2,6,9,0,4.21,1.25,3.8,9.73,2.55,3.7,0.283,4.18,0.7,0.2954545454545454,0.4722222222222222,0.2727272727272727,0.1136363636363636,False,0
1,621244,2023,9,0,4,9,5,3.65,1.19,3.99,8.73,2.47,4.01,0.294,4.51,0.6,0.2790697674418604,0.2894736842105263,0.2790697674418604,0.0697674418604651,True,0
1,502043,2023,6,1,8,9,3,4.73,1.32,4.13,7.36,2.58,4.13,0.272,4.8,0.1,0.2619047619047619,0.25,0.3095238095238095,0.0952380952380952,False,0
1,458681,2023,10,1,1,9,2,5.73,1.39,5.53,9.36,3.28,4.5,0.265,4.86,0.9,0.3409090909090909,0.7272727272727273,0.1590909090909091,0.0,True,1
1,641154,2023,10,1,4,9,5,3.66,1.15,3.33,10.86,2.23,3.28,0.301,3.0,0.1,0.2619047619047619,0.2702702702702703,0.3095238095238095,0.0952380952380952,False,1
1,518876,2023,1,0,12,9,0,3.29,1.19,3.85,9.47,3.5,3.83,0.276,4.1,0.5,0.2708333333333333,0.3636363636363636,0.3125,0.0833333333333333,False,0
1,657006,2023,6,2,6,9,3,3.06,1.17,3.02,9.14,1.87,3.32,0.262,3.5,0.3,0.3478260869565217,0.2972972972972973,0.2608695652173913,0.1521739130434782,True,0
1,571578,2023,7,3,7,9,3,5.2,1.48,5.28,6.2,2.85,4.76,0.25,6.16,0.3,0.2682926829268293,0.3513513513513513,0.2682926829268293,0.0975609756097561,True,1
1,592332,2023,5,1,8,9,2,3.16,1.18,2.97,11.53,2.68,3.22,0.296,3.85,0.6,0.2790697674418604,0.2894736842105263,0.3023255813953488,0.0697674418604651,True,1
1,665152,2023,5,0,5,9,0,4.12,1.31,4.51,8.18,2.87,4.34,0.261,4.93,0.1,0.2619047619047619,0.25,0.3095238095238095,0.0952380952380952,False,1
1,450203,2023,2,3,11,9,0,3.64,1.43,3.87,10.08,4.57,4.27,0.307,4.64,0.4,0.2857142857142857,0.425,0.238095238095238,0.0476190476190476,False,0
1,669923,2023,8,0,9,9,3,3.35,1.04,3.34,8.12,0.9,3.63,0.273,3.9,0.4,0.3255813953488372,0.3684210526315789,0.2093023255813953,0.1162790697674418,True,0
1,669203,2023,8,1,5,9,6,3.39,1.07,3.81,9.29,3.07,3.8,0.292,3.38,0.5,0.3409090909090909,0.4473684210526316,0.3181818181818182,0.1136363636363636,False,1
1,645261,2023,7,3,3,9,4,4.14,1.21,4.03,7.36,2.34,4.0,0.27,4.33,1.2,0.4528301886792453,0.7142857142857143,0.1320754716981132,0.1509433962264151,True,1
1,666200,2023,2,1,6,9,0,3.58,1.21,3.55,10.48,2.77,3.72,0.299,3.96,1.1,0.4339622641509434,0.6744186046511628,0.1698113207547169,0.1320754716981132,True,0
